cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cat10,cat11,cat12,cat13,cat14,cat15,cat16,cat17,cat18,cat19,cat20,cat21,cat22,cat23,cat24,cat25,cat26,cat27,cat28,cat29,cat30,cat31,cat32,cat33,cat34,cat35,cat36,cat37,cat38,cat39,cat40,cat41,cat42,cat43,cat44,cat45,cat46,cat47,cat48,cat49,cat50,cat51,cat52,cat53,cat54,cat55,cat56,cat57,cat58,cat59,cat60,cat61,cat62,cat63,cat64,cat65,cat66,cat67,cat68,cat69,cat70,cat71,cat72,cat73,cat74,cat75,cat76,cat77,cat78,cat79,cat80,cat81,cat82,cat83,cat84,cat85,cat86,cat87,cat88,cat89,cat90,cat91,cat92,cat93,cat94,cat95,cat96,cat97,cat98,cat99,cat100,cat101,cat102,cat103,cat104,cat105,cat106,cat107,cat108,cat109,cat110,cat111,cat112,cat113,cat114,cat115,cat116,cont1,cont2,cont3,cont4,cont5,cont6,cont7,cont8,cont9,cont10,cont11,cont12,cont13,cont14,loss
A,B,A,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,A,B,B,B,A,A,A,G,H,D,D,C,E,E,A,D,F,C,A,A,D,F,J,G,A,K,EG,G,AA,K,A,K,DC,0.351358,0.737068,0.54977,0.83324,0.87101,0.241574,0.300318,0.58934,0.32496,0.26029,0.291268,0.286079,0.276878,0.624673,2061.68
A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,C,B,B,C,B,C,B,A,A,A,A,A,D,B,E,E,G,E,R,H,D,A,A,G,E,G,I,F,BI,BT,A,J,AE,A,N,HK,0.645422,0.199504,0.336963,0.327354,0.422268,0.651024,0.452181,0.33906,0.62542,0.69471,0.4922,0.481306,0.678452,0.38254,1996.0
B,B,A,B,A,A,A,A,B,B,B,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,D,B,B,D,D,B,B,A,B,D,B,D,A,A,G,H,D,B,C,E,G,C,T,N,J,A,A,L,F,F,H,G,BI,EG,C,Y,L,A,O,JR,0.893232,0.15999,0.174588,0.284048,0.281143,0.777366,0.48126,0.79284,0.93383,0.7877,0.797841,0.785706,0.814573,0.428964,1914.83
B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,A,A,P,A,A,A,B,H,E,F,E,B,BI,CS,A,AK,I,A,J,HX,0.671496,0.488789,0.215772,0.62377,0.568839,0.517986,0.492751,0.50658,0.57506,0.56627,0.441763,0.443374,0.342239,0.478679,1931.54
A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,D,B,B,D,D,A,D,C,B,D,B,A,A,A,A,A,C,D,C,E,E,D,T,I,A,A,A,E,E,H,K,K,BH,EL,A,AH,AF,F,N,GK,0.311557,0.358319,0.462347,0.236924,0.388783,0.514461,0.358281,0.2926,0.32128,0.50556,0.366788,0.359249,0.601887,0.229383,1967.54
A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,B,D,A,D,B,D,B,A,A,A,B,H,D,B,C,E,C,D,T,F,A,A,A,G,F,I,M,K,AB,BC,C,N,AJ,A,Q,HV,0.281338,0.245921,0.280933,0.364302,0.340543,0.522389,0.368349,0.36083,0.34365,0.44467,0.4922,0.481306,0.743962,0.599719,2053.28
A,B,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,A,A,P,L,F,A,A,I,I,F,F,D,BI,AM,A,E,H,A,K,KR,0.496063,0.422197,0.65431,0.318422,0.281143,0.510054,0.951754,0.63475,0.53565,0.50556,0.859322,0.848992,0.342239,0.814979,2084.22
A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,B,D,E,A,A,P,N,A,A,A,F,E,G,E,B,AB,EG,E,AI,I,A,J,HA,0.553846,0.299102,0.26357,0.696873,0.302678,0.398862,0.391833,0.23688,0.43731,0.50556,0.359572,0.352251,0.301535,0.347275,1925.56
B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,D,B,B,D,D,D,B,D,B,D,B,A,A,A,A,A,D,D,C,E,C,D,T,I,A,A,A,G,F,G,J,K,BI,BP,C,G,BM,A,N,HK,0.464228,0.785784,0.692825,0.564742,0.937553,0.659789,0.609751,0.70342,0.45391,0.64056,0.708732,0.698722,0.666708,0.207559,2059.12
A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,D,B,B,B,A,A,A,A,A,D,D,D,E,E,A,P,N,A,A,A,D,E,K,I,B,AB,CO,G,AT,AX,A,N,CK,0.296829,0.681761,0.506105,0.422727,0.525831,0.22909,0.21163,0.6984,0.30859,0.2123,0.197173,0.194925,0.41743,0.758145,2002.75
B,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,D,A,A,B,H,C,B,C,E,G,C,T,F,A,A,B,L,F,D,H,G,BI,CS,A,AH,L,F,P,JR,0.909205,0.785784,0.336963,0.284048,0.372405,0.953849,0.683738,0.96843,0.93688,0.83814,0.851608,0.901612,0.87939,0.251712,2021.86
A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,C,E,C,A,D,B,A,A,A,G,H,G,F,D,BI,W,C,AN,AG,A,J,HK,0.376862,0.358319,0.745801,0.208655,0.281143,0.416467,0.585786,0.2828,0.5042,0.43919,0.678924,0.729856,0.253506,0.28531,2044.06
A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,B,A,C,B,B,B,A,A,A,A,A,D,D,D,E,E,A,P,I,A,A,A,D,E,J,H,B,BI,EG,A,AD,BM,C,L,CK,0.330514,0.681761,0.61366,0.473202,0.908217,0.240069,0.279895,0.24564,0.30859,0.32446,0.223038,0.220003,0.333292,0.792714,2045.7
A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,A,A,C,B,B,B,A,A,A,A,A,C,B,D,E,E,A,P,K,A,A,A,D,F,K,G,B,AB,C,C,E,BM,C,M,CK,0.325401,0.299102,0.711159,0.473202,0.758711,0.195886,0.250027,0.24564,0.30859,0.21983,0.239678,0.241676,0.327393,0.82338,1930.18
A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,B,H,D,D,C,E,E,D,T,F,A,A,B,E,E,I,J,K,BI,BP,A,AH,BM,A,O,DJ,0.362003,0.555782,0.527991,0.534409,0.874863,0.424491,0.417148,0.60087,0.35127,0.43919,0.291268,0.32157,0.611431,0.235791,2012.43
A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,D,B,C,B,D,B,A,A,A,B,H,C,D,C,E,C,D,T,F,A,A,B,G,G,G,J,E,BI,CL,A,AV,AN,C,N,HK,0.432682,0.681761,0.692825,0.229617,0.281143,0.611915,0.789313,0.38318,0.39447,0.5,0.711942,0.698722,0.605077,0.310796,1908.91
A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,D,A,A,A,A,D,D,C,E,A,C,T,K,A,A,A,J,G,G,J,G,BI,CS,A,E,AD,C,O,LF,0.701436,0.785784,0.397983,0.705434,0.281143,0.749128,0.392186,0.94275,0.64296,0.8351,0.742852,0.790803,0.810511,0.802003,2012.32
A,B,A,A,B,A,A,A,B,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,B,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,E,A,P,L,J,A,C,D,E,J,G,B,AB,EL,A,AH,AF,A,L,CR,0.310314,0.299102,0.54977,0.208655,0.413817,0.221699,0.242044,0.25461,0.31399,0.25183,0.24541,0.241676,0.287682,0.251712,2104.99
A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,A,A,D,D,C,E,C,D,T,G,D,A,A,H,E,G,K,K,BI,EB,A,U,Y,A,Q,GE,0.536592,0.555782,0.215772,0.50382,0.534484,0.745129,0.549344,0.56011,0.53565,0.56081,0.480509,0.481306,0.789182,0.300473,2004.51
A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,D,A,A,A,A,D,D,C,E,A,C,T,H,C,A,A,K,H,F,H,G,BI,BP,A,E,BM,A,P,LY,0.899689,0.620805,0.484196,0.594598,0.794794,0.808958,0.478205,0.72299,0.94438,0.8351,0.933174,0.926619,0.848129,0.793199,1990.91
A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,D,B,B,B,B,B,B,C,B,B,B,A,A,A,B,H,D,D,D,E,C,A,P,F,A,A,C,F,F,G,F,B,BI,CH,A,J,BM,A,K,GS,0.514906,0.199504,0.61366,0.383428,0.777274,0.419901,0.5004,0.54236,0.39849,0.45017,0.430255,0.519456,0.333292,0.383728,2049.81
A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,J,A,A,B,E,F,H,F,B,BI,BT,A,AF,AX,E,K,DP,0.497513,0.737068,0.54977,0.452887,0.499798,0.350956,0.363768,0.58354,0.44352,0.39599,0.341813,0.352251,0.339244,0.214803,1907.83
A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,A,A,C,B,B,B,A,A,A,A,A,C,D,D,E,C,A,P,B,A,A,A,E,E,H,G,B,AB,CJ,E,U,Q,A,K,DJ,0.500412,0.681761,0.592681,0.738221,0.413817,0.399144,0.360918,0.60087,0.43524,0.45567,0.348867,0.345316,0.36974,0.742027,1918.81
A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,E,A,C,B,C,E,E,D,T,M,A,A,A,D,D,K,M,K,K,EB,A,H,AS,F,Q,CR,0.261841,0.245921,0.440642,0.373816,0.405415,0.327501,0.321028,0.47073,0.32128,0.40131,0.217678,0.214808,0.701266,0.288282,2108.93
A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,A,C,B,D,B,A,A,A,A,A,D,D,C,D,A,D,T,A,A,A,A,K,F,F,L,K,BI,CL,C,J,L,F,P,LN,0.612965,0.245921,0.230975,0.761209,0.281143,0.829824,0.722632,0.82598,0.58325,0.79863,0.757468,0.74464,0.859764,0.389411,2020.93
B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,B,A,D,B,B,D,D,B,D,C,B,B,B,A,A,A,A,A,D,B,C,E,C,A,D,A,A,A,B,H,F,G,E,H,AB,EB,A,AI,X,A,I,IE,0.45271,0.422197,0.215772,0.935299,0.281143,0.398017,0.376655,0.26847,0.39849,0.57172,0.4922,0.481306,0.243546,0.318031,1936.38
B,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,B,B,A,B,D,B,A,A,A,G,H,D,D,C,E,C,D,T,I,A,A,B,G,E,F,J,K,BI,CR,A,AH,AJ,I,P,HV,0.458463,0.681761,0.280933,0.364302,0.348388,0.711416,0.664333,0.34987,0.44767,0.5,0.4922,0.481306,0.689974,0.231707,2014.13
A,B,A,A,A,A,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,D,B,B,D,D,B,D,C,B,B,B,A,A,A,A,A,D,B,D,E,E,A,P,H,G,A,A,D,E,K,G,B,AH,T,A,D,AX,A,K,CK,0.3153,0.299102,0.54977,0.422727,0.281143,0.197559,0.269629,0.41762,0.26401,0.23545,0.207238,0.204687,0.271571,0.688023,1980.31
A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,A,B,D,B,D,B,D,A,A,B,H,C,B,C,E,A,C,T,F,A,A,A,I,F,H,I,G,BI,EB,A,U,Y,L,O,KW,0.716981,0.199504,0.150744,0.614134,0.473767,0.567849,0.338146,0.26847,0.66013,0.81591,0.511698,0.519456,0.786955,0.293721,2074.36
B,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,A,A,C,B,D,B,A,A,A,A,A,C,D,C,E,C,D,T,G,D,A,A,G,G,H,K,K,BI,DK,A,E,AF,A,N,HK,0.403067,0.785784,0.728827,0.24439,0.585792,0.495649,0.438771,0.29758,0.38249,0.59869,0.730752,0.717648,0.660756,0.824396,1978.06
A,A,B,A,A,A,A,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,B,A,A,D,B,B,B,C,B,C,C,B,B,C,A,A,B,A,A,D,B,D,E,C,A,P,O,A,B,A,E,F,H,G,D,BI,R,A,J,H,A,K,GI,0.278999,0.047297,0.65431,0.215482,0.281143,0.326207,0.62479,0.30768,0.38249,0.21604,0.407475,0.398747,0.253506,0.385747,1920.32
B,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,B,D,B,D,C,B,D,B,D,A,A,C,A,D,B,C,E,E,C,T,O,A,A,B,H,D,G,G,G,BU,DW,C,J,S,A,O,IC,0.802988,0.299102,0.120071,0.642745,0.704268,0.644854,0.420752,0.67263,0.83037,0.44467,0.359572,0.352251,0.63026,0.390576,1928.03
A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,B,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,E,A,P,B,A,A,A,D,E,K,H,B,AB,C,E,E,BM,A,M,CK,0.325401,0.422197,0.592681,0.473202,0.758711,0.201125,0.262345,0.24564,0.30859,0.21983,0.199654,0.214808,0.351299,0.8048,2054.54
A,B,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,B,B,D,B,B,B,A,A,A,A,A,C,D,D,E,A,A,P,L,C,A,A,F,F,G,E,B,BI,EB,A,AK,AU,A,I,GC,0.62663,0.422197,0.484196,0.815505,0.325117,0.385407,0.403536,0.49462,0.427,0.52221,0.453334,0.443374,0.271571,0.471425,1980.12
A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,D,D,D,A,B,C,B,B,B,A,A,A,A,A,C,D,E,E,C,A,S,N,A,A,A,F,H,H,H,I,BI,BS,E,AN,BJ,A,M,GS,0.468558,0.422197,0.792378,0.275813,0.777274,0.386522,0.48979,0.50658,0.35897,0.34424,0.644013,0.630853,0.456775,0.283502,2092.4
B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,B,B,B,C,B,B,B,A,A,A,A,A,D,D,C,E,E,A,N,A,A,A,C,D,E,K,L,I,BI,CM,A,M,BH,A,M,CK,0.109321,0.737068,0.57136,0.189137,0.281143,0.219475,0.255902,0.2501,0.21944,0.26029,0.212411,0.209703,0.40452,0.761135,2000.52
B,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,B,A,C,B,B,B,A,A,A,A,A,D,D,D,E,E,A,P,I,A,A,B,D,E,J,G,B,BI,CS,A,E,AE,F,K,CK,0.312802,0.737068,0.711159,0.412789,0.836443,0.220686,0.289239,0.27797,0.38249,0.31003,0.24541,0.241676,0.298734,0.823271,2021.92
A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,B,B,B,C,B,B,B,A,A,A,A,A,D,D,C,E,D,A,N,G,A,A,A,C,D,M,L,I,AL,C,G,AX,K,A,N,CB,0.098529,0.620805,0.419161,0.809278,0.831634,0.168917,0.227004,0.58354,0.22969,0.17751,0.154404,0.153372,0.366638,0.333695,1981.42
B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,A,A,D,C,C,D,A,D,T,I,A,A,A,K,F,F,K,K,BI,CL,E,E,L,A,P,LN,0.655966,0.555782,0.336963,0.761209,0.281143,0.8581,0.681493,0.82252,0.58325,0.80569,0.843548,0.832658,0.866072,0.820814,2014.89
B,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,D,A,A,A,A,D,D,C,E,A,C,T,I,A,A,B,H,E,F,H,G,BI,BP,A,J,BM,N,P,IE,0.899689,0.555782,0.317666,0.309621,0.602545,0.808958,0.511502,0.72299,0.94438,0.8351,0.592525,0.579845,0.848129,0.384657,2021.95
B,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,D,B,A,D,D,D,B,C,B,D,B,A,A,B,A,A,D,D,C,D,G,D,T,I,A,A,B,K,F,F,I,K,BI,CL,A,C,L,A,P,LN,0.838708,0.245921,0.230975,0.761209,0.281143,0.806033,0.722692,0.24564,0.81945,0.80218,0.757468,0.74464,0.848129,0.777856,2053.44
A,B,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,A,D,D,B,B,C,B,B,B,A,A,A,B,H,C,D,D,E,C,A,P,F,D,A,A,G,J,G,F,D,BI,CI,A,AP,AG,E,K,HV,0.457024,0.785784,0.909173,0.222469,0.281143,0.475088,0.721444,0.36636,0.5042,0.34928,0.853569,0.884122,0.318646,0.35536,2064.09
A,B,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,D,A,D,D,E,E,D,A,S,M,F,A,A,C,D,L,K,I,BI,CO,A,E,AE,A,N,BY,0.125526,0.555782,0.61366,0.236924,0.858841,0.183243,0.251696,0.40028,0.21374,0.19431,0.167024,0.165648,0.40452,0.826275,1960.42
