loan_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,purpose,dti,fico_range_low,fico_range_high,open_acc,pub_rec,revol_bal,revol_util,total_acc,loan_status
4000.0, 36 months,8.38,126.05,B,B1,6 years,OWN,25000.0,Not Verified,debt_consolidation,35.0,680.0,684.0,15.0,1.0,5195.0,27.1,31.0,Fully Paid
1800.0, 36 months,9.17,57.39,B,B2,1 year,RENT,42000.0,Source Verified,credit_card,12.1,670.0,674.0,15.0,0.0,7172.0,23.8,30.0,Fully Paid
1000.0, 36 months,11.99,33.21,C,C1,10+ years,RENT,51000.0,Source Verified,other,21.79,715.0,719.0,9.0,0.0,28149.0,67.5,11.0,Fully Paid
15950.0, 60 months,16.99,396.32,D,D3,3 years,RENT,38000.0,Source Verified,debt_consolidation,29.72,670.0,674.0,11.0,0.0,6879.0,80.0,14.0,Fully Paid
35000.0, 60 months,18.49,898.13,E,E2,2 years,RENT,85000.0,Source Verified,debt_consolidation,26.78,690.0,694.0,13.0,0.0,32280.0,50.1,32.0,Current
5000.0, 36 months,11.99,166.05,C,C1,1 year,RENT,42000.0,Verified,debt_consolidation,28.46,675.0,679.0,12.0,0.0,12121.0,55.6,31.0,Fully Paid
22000.0, 36 months,10.64,716.51,B,B4,7 years,RENT,90000.0,Verified,credit_card,29.45,665.0,669.0,10.0,1.0,21063.0,98.0,25.0,Charged Off
14000.0, 60 months,17.57,352.25,D,D4,1 year,MORTGAGE,76000.0,Not Verified,debt_consolidation,27.28,695.0,699.0,9.0,0.0,4744.0,58.6,23.0,Fully Paid
21000.0, 36 months,7.89,657.0,A,A5,7 years,OWN,60000.0,Verified,debt_consolidation,15.08,720.0,724.0,8.0,0.0,4102.0,25.3,29.0,Fully Paid
25000.0, 60 months,11.22,546.31,B,B5,10+ years,MORTGAGE,83000.0,Not Verified,debt_consolidation,32.69,710.0,714.0,17.0,0.0,74458.0,54.8,29.0,Current
5000.0, 36 months,9.76,160.78,B,B3,10+ years,OWN,35000.0,Source Verified,debt_consolidation,25.0,705.0,709.0,22.0,0.0,1749.0,6.9,55.0,Fully Paid
35000.0, 60 months,18.99,907.73,E,E3,,MORTGAGE,78000.0,Verified,debt_consolidation,4.54,685.0,689.0,5.0,0.0,15089.0,83.8,38.0,Charged Off
2500.0, 36 months,13.18,84.46,C,C3,3 years,RENT,47000.0,Verified,major_purchase,29.88,690.0,694.0,7.0,0.0,19160.0,72.0,8.0,Fully Paid
10000.0, 60 months,13.18,228.46,C,C3,3 years,RENT,40000.0,Source Verified,debt_consolidation,12.28,670.0,674.0,8.0,0.0,11848.0,25.9,11.0,Current
5600.0, 36 months,10.64,182.39,B,B4,10+ years,RENT,99000.0,Verified,debt_consolidation,10.05,660.0,664.0,6.0,0.0,4574.0,91.5,10.0,Fully Paid
12000.0, 60 months,13.18,274.15,C,C3,< 1 year,MORTGAGE,56000.0,Not Verified,other,16.16,675.0,679.0,10.0,1.0,13353.0,58.6,30.0,Fully Paid
12000.0, 36 months,11.99,398.52,C,C1,3 years,MORTGAGE,48000.0,Source Verified,credit_card,23.2,660.0,664.0,15.0,1.0,12232.0,90.6,23.0,Fully Paid
10000.0, 36 months,9.17,318.79,B,B2,5 years,RENT,50000.0,Source Verified,small_business,2.86,755.0,759.0,9.0,0.0,4823.0,14.7,13.0,Charged Off
35000.0, 60 months,18.49,898.13,E,E2,< 1 year,RENT,100000.0,Verified,debt_consolidation,35.83,740.0,744.0,13.0,0.0,27908.0,76.9,31.0,Fully Paid
4000.0, 36 months,9.17,127.52,B,B2,2 years,RENT,26000.0,Source Verified,car,21.42,670.0,674.0,8.0,1.0,6068.0,24.6,24.0,Fully Paid
18000.0, 60 months,10.64,388.14,B,B4,10+ years,MORTGAGE,65000.0,Not Verified,credit_card,22.01,695.0,699.0,15.0,0.0,4552.0,9.7,31.0,Charged Off
10000.0, 36 months,9.17,318.79,B,B2,< 1 year,RENT,55000.0,Source Verified,debt_consolidation,20.4,660.0,664.0,8.0,0.0,13898.0,91.4,16.0,Fully Paid
22000.0, 60 months,13.67,508.15,C,C4,10+ years,RENT,65000.0,Verified,major_purchase,12.22,690.0,694.0,12.0,0.0,7157.0,25.7,18.0,Fully Paid
3750.0, 36 months,10.64,122.14,B,B4,,RENT,28000.0,Not Verified,credit_card,35.32,765.0,769.0,11.0,0.0,4720.0,13.9,16.0,Fully Paid
8000.0, 36 months,12.59,267.98,C,C2,,MORTGAGE,43000.0,Source Verified,debt_consolidation,28.5,665.0,669.0,11.0,1.0,15067.0,67.6,18.0,Fully Paid
5000.0, 36 months,5.32,150.58,A,A1,10+ years,MORTGAGE,85000.0,Source Verified,credit_card,22.89,680.0,684.0,23.0,0.0,29894.0,50.1,40.0,Fully Paid
9600.0, 36 months,5.32,289.11,A,A1,10+ years,RENT,81000.0,Not Verified,debt_consolidation,19.54,725.0,729.0,9.0,0.0,2564.0,27.0,20.0,Fully Paid
33625.0, 60 months,16.55,827.56,D,D2,10+ years,MORTGAGE,100000.0,Verified,credit_card,27.99,680.0,684.0,14.0,0.0,30479.0,77.6,29.0,Current
21825.0, 60 months,13.67,504.11,C,C4,5 years,RENT,43680.0,Not Verified,credit_card,34.26,690.0,694.0,20.0,0.0,35728.0,47.8,33.0,Fully Paid
18000.0, 60 months,24.99,528.22,F,F4,1 year,RENT,75000.0,Source Verified,debt_consolidation,16.69,665.0,669.0,19.0,1.0,8687.0,56.0,29.0,Fully Paid
25000.0, 60 months,14.48,587.95,C,C5,10+ years,MORTGAGE,60000.0,Not Verified,debt_consolidation,26.58,750.0,754.0,18.0,0.0,7701.0,15.4,25.0,Fully Paid
18000.0, 36 months,10.64,586.24,B,B4,7 years,MORTGAGE,73200.0,Source Verified,debt_consolidation,20.3,695.0,699.0,12.0,0.0,22173.0,89.8,19.0,Fully Paid
8875.0, 36 months,9.76,285.38,B,B3,10+ years,MORTGAGE,66000.0,Source Verified,credit_card,29.45,690.0,694.0,10.0,1.0,47099.0,70.3,24.0,Fully Paid
12000.0, 36 months,5.32,361.38,A,A1,< 1 year,MORTGAGE,115000.0,Source Verified,other,0.34,725.0,729.0,6.0,1.0,129.0,1.9,19.0,Fully Paid
14400.0, 36 months,10.64,468.99,B,B4,< 1 year,RENT,41000.0,Source Verified,credit_card,8.31,670.0,674.0,12.0,0.0,13195.0,69.8,17.0,Fully Paid
10000.0, 36 months,10.64,325.69,B,B4,10+ years,MORTGAGE,300000.0,Source Verified,credit_card,12.1,660.0,664.0,22.0,0.0,70624.0,98.5,30.0,Fully Paid
12000.0, 60 months,13.18,274.15,C,C3,1 year,RENT,35000.0,Verified,debt_consolidation,21.19,665.0,669.0,8.0,1.0,11513.0,63.6,15.0,Current
16650.0, 60 months,22.99,469.28,F,F2,10+ years,OWN,48000.0,Verified,debt_consolidation,17.75,660.0,664.0,9.0,2.0,644.0,5.7,13.0,Charged Off
30000.0, 60 months,13.67,692.93,C,C4,10+ years,MORTGAGE,207000.0,Source Verified,small_business,13.91,735.0,739.0,31.0,0.0,20822.0,17.2,48.0,Fully Paid
10000.0, 36 months,11.99,332.1,C,C1,< 1 year,RENT,40000.0,Not Verified,credit_card,26.82,660.0,664.0,12.0,0.0,19935.0,70.7,28.0,Fully Paid
35000.0, 60 months,18.2,892.59,E,E1,5 years,MORTGAGE,138000.0,Source Verified,debt_consolidation,24.42,680.0,684.0,27.0,0.0,37821.0,57.9,30.0,Charged Off
5000.0, 36 months,9.17,159.4,B,B2,10+ years,MORTGAGE,33071.0,Not Verified,debt_consolidation,13.87,660.0,664.0,5.0,1.0,5650.0,67.3,27.0,Fully Paid
7000.0, 36 months,10.64,227.98,B,B4,10+ years,RENT,42000.0,Not Verified,debt_consolidation,25.17,755.0,759.0,6.0,0.0,2917.0,40.5,14.0,Charged Off
15000.0, 60 months,15.41,360.09,D,D1,6 years,OWN,84697.6,Verified,debt_consolidation,28.89,660.0,664.0,15.0,0.0,221295.0,100.0,34.0,Current
7000.0, 36 months,6.24,213.72,A,A2,10+ years,MORTGAGE,43000.0,Not Verified,debt_consolidation,21.77,750.0,754.0,16.0,0.0,1956.0,3.5,36.0,Fully Paid
26000.0, 60 months,18.99,674.32,E,E3,10+ years,MORTGAGE,54000.0,Verified,debt_consolidation,31.76,700.0,704.0,9.0,0.0,29682.0,77.5,13.0,Charged Off
15000.0, 36 months,9.76,482.32,B,B3,10+ years,MORTGAGE,84000.0,Source Verified,other,21.69,695.0,699.0,17.0,0.0,28268.0,50.9,33.0,Fully Paid
2500.0, 36 months,13.67,85.05,C,C4,,RENT,33000.0,Verified,other,22.84,700.0,704.0,6.0,0.0,1636.0,26.0,8.0,Fully Paid
20000.0, 60 months,11.22,437.05,B,B5,< 1 year,OWN,55000.0,Source Verified,credit_card,23.02,670.0,674.0,15.0,0.0,32613.0,51.9,25.0,Fully Paid
19000.0, 60 months,11.22,415.2,B,B5,4 years,RENT,63000.0,Source Verified,credit_card,12.86,665.0,669.0,9.0,0.0,17661.0,96.5,14.0,Current
18000.0, 60 months,18.99,466.84,E,E3,10+ years,OWN,99000.0,Verified,debt_consolidation,21.86,695.0,699.0,13.0,0.0,11370.0,48.2,42.0,Fully Paid
7275.0, 36 months,15.41,253.66,D,D1,1 year,RENT,40000.0,Verified,debt_consolidation,28.7,660.0,664.0,11.0,2.0,3909.0,85.0,65.0,Fully Paid
35000.0, 36 months,8.38,1102.92,B,B1,10+ years,OWN,70000.0,Verified,credit_card,26.2,710.0,714.0,10.0,0.0,62263.0,90.1,18.0,Fully Paid
13800.0, 36 months,12.59,462.26,C,C2,10+ years,RENT,30000.0,Source Verified,credit_card,28.76,725.0,729.0,12.0,1.0,3505.0,23.2,27.0,Fully Paid
25000.0, 60 months,16.99,621.18,D,D3,10+ years,MORTGAGE,58000.0,Verified,debt_consolidation,17.86,680.0,684.0,23.0,0.0,8775.0,24.4,32.0,Charged Off
20000.0, 60 months,19.99,529.77,E,E4,7 years,RENT,34008.0,Verified,debt_consolidation,36.87,665.0,669.0,8.0,1.0,9337.0,67.2,11.0,Charged Off
5500.0, 36 months,15.41,191.77,D,D1,< 1 year,RENT,49500.0,Source Verified,medical,20.61,670.0,674.0,13.0,0.0,5472.0,23.1,25.0,Fully Paid
11425.0, 60 months,20.99,309.03,E,E5,10+ years,MORTGAGE,60000.0,Verified,home_improvement,24.74,670.0,674.0,10.0,0.0,6599.0,92.9,17.0,Fully Paid
23800.0, 36 months,8.38,749.99,B,B1,10+ years,RENT,143844.0,Source Verified,credit_card,9.61,695.0,699.0,8.0,0.0,3560.0,26.8,36.0,Charged Off
24000.0, 36 months,7.26,743.91,A,A4,4 years,MORTGAGE,123000.0,Not Verified,major_purchase,2.54,715.0,719.0,15.0,0.0,6315.0,9.0,26.0,Charged Off
24000.0, 60 months,18.49,615.86,E,E2,6 years,OWN,110000.0,Not Verified,home_improvement,28.37,685.0,689.0,24.0,0.0,23644.0,40.2,42.0,Charged Off
15000.0, 36 months,12.59,502.46,C,C2,3 years,RENT,40000.0,Source Verified,debt_consolidation,13.68,675.0,679.0,6.0,3.0,6410.0,90.3,12.0,Fully Paid
13000.0, 36 months,9.17,414.43,B,B2,10+ years,MORTGAGE,101000.0,Source Verified,credit_card,12.68,660.0,664.0,13.0,1.0,15387.0,56.8,30.0,Fully Paid
13200.0, 36 months,13.67,449.04,C,C4,10+ years,RENT,57500.0,Verified,debt_consolidation,31.96,685.0,689.0,15.0,0.0,8291.0,29.7,22.0,Fully Paid
9275.0, 36 months,8.38,292.28,B,B1,10+ years,MORTGAGE,45000.0,Source Verified,debt_consolidation,21.45,705.0,709.0,18.0,0.0,26889.0,29.0,33.0,Fully Paid
5000.0, 36 months,14.48,172.06,C,C5,< 1 year,MORTGAGE,36046.0,Source Verified,debt_consolidation,37.56,675.0,679.0,18.0,0.0,2688.0,42.7,29.0,Fully Paid
15000.0, 60 months,7.89,303.36,A,A5,9 years,MORTGAGE,100000.0,Source Verified,debt_consolidation,21.83,690.0,694.0,8.0,0.0,17329.0,59.5,11.0,Late (31-120 days)
12000.0, 36 months,9.17,382.55,B,B2,2 years,MORTGAGE,100000.0,Not Verified,debt_consolidation,10.18,710.0,714.0,7.0,0.0,11715.0,60.1,14.0,Fully Paid
2000.0, 36 months,13.67,68.04,C,C4,< 1 year,OWN,54000.0,Source Verified,other,14.71,660.0,664.0,10.0,0.0,2348.0,54.6,30.0,Fully Paid
2700.0, 36 months,11.99,89.67,C,C1,4 years,RENT,35000.0,Verified,debt_consolidation,39.78,705.0,709.0,12.0,0.0,23321.0,53.7,19.0,Fully Paid
16000.0, 60 months,9.76,338.07,B,B3,4 years,RENT,65000.0,Not Verified,debt_consolidation,13.44,740.0,744.0,4.0,0.0,906.0,90.6,20.0,Fully Paid
20000.0, 36 months,13.18,675.62,C,C3,< 1 year,MORTGAGE,200000.0,Source Verified,credit_card,15.92,730.0,734.0,10.0,0.0,86251.0,74.3,34.0,Charged Off
7200.0, 36 months,5.32,216.83,A,A1,5 years,MORTGAGE,30000.0,Not Verified,debt_consolidation,5.09,790.0,794.0,7.0,0.0,6091.0,16.6,14.0,Fully Paid
21600.0, 60 months,13.67,498.91,C,C4,10+ years,MORTGAGE,65000.0,Not Verified,debt_consolidation,21.64,695.0,699.0,10.0,4.0,9899.0,56.2,25.0,Fully Paid
7975.0, 36 months,11.22,261.93,B,B5,2 years,RENT,41000.0,Source Verified,credit_card,8.52,670.0,674.0,7.0,0.0,6731.0,74.8,25.0,Fully Paid
21150.0, 60 months,13.18,483.18,C,C3,8 years,MORTGAGE,65000.0,Not Verified,debt_consolidation,28.43,810.0,814.0,10.0,0.0,1519.0,9.3,22.0,Fully Paid
12000.0, 36 months,17.57,431.25,D,D4,10+ years,RENT,49500.0,Verified,other,9.79,675.0,679.0,8.0,0.0,8911.0,62.8,26.0,Fully Paid
1825.0, 36 months,14.48,62.81,C,C5,,MORTGAGE,16932.0,Verified,debt_consolidation,4.25,660.0,664.0,3.0,0.0,1571.0,98.0,11.0,Fully Paid
10000.0, 60 months,17.57,251.61,D,D4,9 years,RENT,50700.0,Source Verified,debt_consolidation,10.84,665.0,669.0,9.0,0.0,7885.0,58.8,18.0,Charged Off
12000.0, 60 months,14.48,282.22,C,C5,2 years,RENT,55000.0,Source Verified,debt_consolidation,35.41,660.0,664.0,9.0,2.0,10062.0,71.9,46.0,Current
28000.0, 36 months,6.89,863.16,A,A3,10+ years,MORTGAGE,210000.0,Source Verified,credit_card,13.51,705.0,709.0,26.0,0.0,106219.0,69.2,50.0,Fully Paid
9100.0, 36 months,13.67,309.56,C,C4,10+ years,RENT,140000.0,Verified,major_purchase,17.29,660.0,664.0,8.0,0.0,35255.0,82.8,24.0,Fully Paid
5400.0, 36 months,11.22,177.36,B,B5,8 years,RENT,105000.0,Source Verified,vacation,20.34,665.0,669.0,13.0,1.0,15005.0,37.9,34.0,Fully Paid
14500.0, 60 months,14.48,341.01,C,C5,4 years,MORTGAGE,33000.0,Source Verified,credit_card,17.67,665.0,669.0,12.0,0.0,15866.0,53.6,33.0,Current
15000.0, 36 months,9.76,482.32,B,B3,10+ years,RENT,65000.0,Source Verified,credit_card,8.68,660.0,664.0,12.0,0.0,18821.0,43.4,16.0,Fully Paid
18000.0, 36 months,11.22,591.18,B,B5,5 years,MORTGAGE,101000.0,Source Verified,debt_consolidation,33.75,675.0,679.0,15.0,0.0,13595.0,81.9,38.0,Fully Paid
10000.0, 60 months,16.99,248.48,D,D3,2 years,RENT,60000.0,Not Verified,credit_card,12.18,695.0,699.0,7.0,1.0,8303.0,32.1,10.0,Fully Paid
11200.0, 36 months,17.57,402.5,D,D4,10+ years,RENT,35000.0,Verified,other,29.36,690.0,694.0,12.0,0.0,20211.0,94.4,15.0,Fully Paid
6500.0, 36 months,8.38,204.83,B,B1,3 years,MORTGAGE,52000.0,Source Verified,credit_card,3.99,660.0,664.0,10.0,1.0,9175.0,48.8,40.0,Fully Paid
6400.0, 36 months,13.67,217.72,C,C4,3 years,RENT,20000.0,Verified,other,27.19,660.0,664.0,4.0,0.0,1745.0,75.9,15.0,Charged Off
10000.0, 36 months,6.89,308.27,A,A3,10+ years,MORTGAGE,77000.0,Not Verified,credit_card,27.2,720.0,724.0,10.0,0.0,8470.0,45.1,24.0,Fully Paid
14000.0, 36 months,6.24,427.44,A,A2,10+ years,MORTGAGE,40000.0,Not Verified,credit_card,28.17,725.0,729.0,9.0,0.0,12835.0,46.0,11.0,Fully Paid
14050.0, 60 months,16.99,349.11,D,D3,10+ years,MORTGAGE,45000.0,Source Verified,debt_consolidation,38.85,680.0,684.0,9.0,0.0,9240.0,70.5,14.0,Current
30000.0, 36 months,9.17,956.37,B,B2,4 years,MORTGAGE,215000.0,Source Verified,debt_consolidation,26.46,705.0,709.0,19.0,0.0,137307.0,75.6,53.0,Fully Paid
8500.0, 36 months,13.18,287.14,C,C3,4 years,RENT,55000.0,Source Verified,debt_consolidation,14.18,690.0,694.0,10.0,0.0,3710.0,72.7,20.0,Fully Paid
5000.0, 36 months,8.38,157.56,B,B1,2 years,RENT,29000.0,Not Verified,debt_consolidation,6.89,705.0,709.0,8.0,0.0,5601.0,38.1,27.0,Fully Paid
17000.0, 36 months,15.41,592.73,D,D1,10+ years,MORTGAGE,57800.0,Not Verified,debt_consolidation,31.94,665.0,669.0,8.0,0.0,7781.0,91.5,51.0,Fully Paid
15000.0, 60 months,13.67,346.47,C,C4,10+ years,MORTGAGE,99000.0,Verified,debt_consolidation,27.1,660.0,664.0,24.0,0.0,52195.0,75.0,45.0,Fully Paid
8000.0, 36 months,10.64,260.55,B,B4,10+ years,OWN,32000.0,Verified,debt_consolidation,29.03,685.0,689.0,9.0,0.0,3849.0,32.1,18.0,Fully Paid
12000.0, 60 months,13.18,274.15,C,C3,4 years,RENT,70000.0,Not Verified,debt_consolidation,15.09,660.0,664.0,12.0,1.0,2890.0,23.7,39.0,Fully Paid
18000.0, 36 months,10.64,586.24,B,B4,10+ years,OWN,55500.0,Verified,debt_consolidation,25.26,720.0,724.0,14.0,0.0,21909.0,75.5,20.0,Fully Paid
3000.0, 36 months,11.22,98.53,B,B5,2 years,MORTGAGE,60000.0,Not Verified,debt_consolidation,20.28,705.0,709.0,8.0,0.0,3318.0,29.9,29.0,Charged Off
20000.0, 60 months,7.89,404.48,A,A5,10+ years,OWN,48000.0,Not Verified,credit_card,10.81,795.0,799.0,6.0,0.0,3218.0,18.8,14.0,Fully Paid
15625.0, 36 months,18.49,568.73,E,E2,10+ years,MORTGAGE,46000.0,Verified,other,27.9,660.0,664.0,20.0,0.0,14815.0,54.7,36.0,Charged Off
28000.0, 36 months,14.48,963.52,C,C5,,RENT,78000.0,Verified,debt_consolidation,14.38,660.0,664.0,13.0,0.0,18602.0,66.6,27.0,Fully Paid
10000.0, 36 months,5.32,301.15,A,A1,2 years,RENT,320000.0,Source Verified,credit_card,6.94,680.0,684.0,22.0,0.0,55013.0,39.9,41.0,Fully Paid
28000.0, 36 months,11.99,929.87,C,C1,1 year,MORTGAGE,80000.0,Source Verified,debt_consolidation,21.06,665.0,669.0,10.0,0.0,17707.0,89.9,15.0,Fully Paid
8600.0, 36 months,13.18,290.52,C,C3,8 years,MORTGAGE,50000.0,Source Verified,debt_consolidation,10.47,745.0,749.0,10.0,0.0,3292.0,45.7,14.0,Fully Paid
12000.0, 36 months,9.76,385.86,B,B3,10+ years,MORTGAGE,54000.0,Verified,debt_consolidation,18.38,675.0,679.0,8.0,0.0,14115.0,69.2,15.0,Fully Paid
7200.0, 36 months,9.76,231.52,B,B3,9 years,MORTGAGE,64000.0,Not Verified,debt_consolidation,25.87,695.0,699.0,13.0,0.0,12464.0,49.3,33.0,Fully Paid
25000.0, 36 months,6.24,763.28,A,A2,5 years,MORTGAGE,240000.0,Source Verified,credit_card,9.65,680.0,684.0,9.0,1.0,15730.0,65.8,25.0,Fully Paid
7500.0, 36 months,7.89,234.65,A,A5,10+ years,MORTGAGE,78500.0,Not Verified,debt_consolidation,17.35,670.0,674.0,14.0,0.0,20504.0,38.0,31.0,Fully Paid
19200.0, 60 months,13.67,443.48,C,C4,2 years,MORTGAGE,85000.0,Verified,credit_card,11.46,680.0,684.0,9.0,0.0,13995.0,90.3,28.0,Charged Off
15000.0, 36 months,5.32,451.73,A,A1,< 1 year,RENT,76000.0,Not Verified,credit_card,27.34,755.0,759.0,11.0,0.0,25826.0,41.2,30.0,Fully Paid
10000.0, 36 months,11.22,328.43,B,B5,8 years,RENT,33758.4,Source Verified,credit_card,11.91,660.0,664.0,6.0,1.0,9593.0,53.9,8.0,Fully Paid
10000.0, 36 months,8.38,315.12,B,B1,1 year,MORTGAGE,48000.0,Source Verified,debt_consolidation,7.24,665.0,669.0,9.0,0.0,7761.0,35.9,17.0,Fully Paid
20000.0, 36 months,11.99,664.2,C,C1,,MORTGAGE,52500.0,Verified,debt_consolidation,23.98,660.0,664.0,16.0,0.0,20426.0,85.8,57.0,Fully Paid
12000.0, 36 months,9.76,385.86,B,B3,4 years,MORTGAGE,75000.0,Source Verified,debt_consolidation,13.41,670.0,674.0,10.0,1.0,3071.0,40.9,31.0,Fully Paid
13575.0, 60 months,13.67,313.55,C,C4,10+ years,MORTGAGE,61000.0,Not Verified,debt_consolidation,35.1,715.0,719.0,23.0,0.0,11859.0,34.8,44.0,Charged Off
10000.0, 60 months,7.26,199.25,A,A4,2 years,MORTGAGE,55000.0,Not Verified,credit_card,18.04,710.0,714.0,22.0,0.0,10001.0,29.4,24.0,Fully Paid
30000.0, 36 months,9.76,964.64,B,B3,2 years,MORTGAGE,90000.0,Source Verified,debt_consolidation,18.52,665.0,669.0,10.0,0.0,23446.0,56.4,23.0,Fully Paid
17475.0, 36 months,11.99,580.34,C,C1,4 years,RENT,60000.0,Not Verified,debt_consolidation,17.36,670.0,674.0,12.0,3.0,11027.0,30.6,40.0,Fully Paid
35000.0, 60 months,16.99,869.66,D,D3,4 years,RENT,85000.0,Source Verified,debt_consolidation,15.71,755.0,759.0,6.0,0.0,9988.0,58.1,14.0,Current
12000.0, 60 months,13.18,274.15,C,C3,,RENT,30000.0,Source Verified,debt_consolidation,28.4,725.0,729.0,15.0,0.0,4421.0,20.3,23.0,Charged Off
18000.0, 60 months,18.99,466.84,E,E3,9 years,RENT,36000.0,Verified,debt_consolidation,31.7,710.0,714.0,6.0,0.0,2152.0,89.7,13.0,Charged Off
14950.0, 60 months,16.55,367.94,D,D2,5 years,MORTGAGE,78000.0,Not Verified,debt_consolidation,13.02,670.0,674.0,10.0,0.0,12111.0,58.2,37.0,Current
20000.0, 60 months,12.59,450.88,C,C2,10+ years,MORTGAGE,85000.0,Not Verified,debt_consolidation,17.22,695.0,699.0,16.0,0.0,27546.0,45.5,34.0,Charged Off
10000.0, 60 months,13.67,230.98,C,C4,10+ years,MORTGAGE,49500.0,Verified,debt_consolidation,20.56,670.0,674.0,11.0,1.0,52717.0,95.0,30.0,Charged Off
14475.0, 36 months,12.59,484.87,C,C2,5 years,RENT,61000.0,Source Verified,credit_card,21.37,680.0,684.0,11.0,0.0,26098.0,73.7,16.0,Fully Paid
5000.0, 36 months,11.22,164.22,B,B5,5 years,MORTGAGE,78000.0,Verified,credit_card,18.51,680.0,684.0,17.0,0.0,2971.0,34.5,37.0,Fully Paid
30000.0, 60 months,20.99,811.44,E,E5,10+ years,MORTGAGE,89849.0,Source Verified,debt_consolidation,18.78,680.0,684.0,11.0,0.0,13675.0,51.0,19.0,Fully Paid
14775.0, 60 months,17.86,374.07,D,D5,10+ years,MORTGAGE,42000.0,Not Verified,debt_consolidation,26.14,705.0,709.0,7.0,0.0,3513.0,35.5,12.0,Current
11200.0, 60 months,12.59,252.49,C,C2,3 years,RENT,72000.0,Verified,debt_consolidation,26.83,665.0,669.0,20.0,0.0,14328.0,80.9,26.0,Current
15000.0, 36 months,6.24,457.97,A,A2,2 years,MORTGAGE,180000.0,Source Verified,debt_consolidation,17.19,695.0,699.0,23.0,0.0,41536.0,41.4,47.0,Fully Paid
27000.0, 60 months,17.57,679.33,D,D4,10+ years,MORTGAGE,120000.0,Source Verified,debt_consolidation,13.9,700.0,704.0,15.0,0.0,6601.0,29.0,36.0,Fully Paid
35000.0, 60 months,20.99,946.68,E,E5,10+ years,OWN,150000.0,Source Verified,car,12.94,660.0,664.0,5.0,1.0,250140.0,0.0,18.0,Current
11000.0, 36 months,10.64,358.26,B,B4,10+ years,MORTGAGE,69000.0,Source Verified,credit_card,12.1,680.0,684.0,7.0,0.0,15267.0,86.7,14.0,Fully Paid
5450.0, 36 months,13.18,184.11,C,C3,9 years,RENT,45000.0,Source Verified,home_improvement,21.57,665.0,669.0,22.0,2.0,10886.0,48.2,45.0,Charged Off
7200.0, 36 months,9.17,229.53,B,B2,6 years,RENT,40000.0,Source Verified,debt_consolidation,11.6,685.0,689.0,16.0,0.0,7983.0,38.0,22.0,Fully Paid
15000.0, 36 months,6.24,457.97,A,A2,< 1 year,MORTGAGE,112000.0,Not Verified,credit_card,4.07,785.0,789.0,8.0,0.0,15799.0,22.0,24.0,Fully Paid
12000.0, 36 months,13.18,405.37,C,C3,1 year,RENT,63000.0,Verified,house,31.59,665.0,669.0,12.0,0.0,10244.0,77.6,41.0,Fully Paid
14400.0, 36 months,17.57,517.5,D,D4,10+ years,OWN,60000.0,Source Verified,home_improvement,19.22,725.0,729.0,8.0,0.0,1700.0,14.4,31.0,Fully Paid
30000.0, 36 months,13.67,1020.53,C,C4,5 years,MORTGAGE,135000.0,Source Verified,debt_consolidation,19.08,675.0,679.0,10.0,1.0,3007.0,56.7,37.0,Charged Off
12000.0, 60 months,15.41,288.07,D,D1,7 years,MORTGAGE,90000.0,Not Verified,credit_card,9.97,665.0,669.0,7.0,0.0,37.0,0.4,12.0,In Grace Period
15000.0, 36 months,14.48,516.17,C,C5,7 years,RENT,72000.0,Verified,debt_consolidation,32.62,675.0,679.0,23.0,0.0,27369.0,74.6,43.0,Charged Off
17000.0, 60 months,11.99,378.07,C,C1,< 1 year,RENT,52500.0,Not Verified,credit_card,26.23,660.0,664.0,15.0,0.0,25879.0,58.0,24.0,Charged Off
12875.0, 36 months,9.76,414.0,B,B3,4 years,MORTGAGE,28000.0,Source Verified,credit_card,26.88,680.0,684.0,5.0,1.0,10905.0,74.2,8.0,Charged Off
11550.0, 60 months,18.99,299.55,E,E3,8 years,MORTGAGE,34000.0,Verified,debt_consolidation,33.25,675.0,679.0,9.0,0.0,13245.0,72.0,19.0,Fully Paid
17000.0, 60 months,8.38,347.8,B,B1,2 years,MORTGAGE,55000.0,Not Verified,debt_consolidation,11.26,770.0,774.0,11.0,0.0,30849.0,29.6,15.0,Fully Paid
9000.0, 36 months,10.64,293.12,B,B4,< 1 year,RENT,53000.0,Verified,debt_consolidation,25.23,660.0,664.0,8.0,0.0,15367.0,100.4,24.0,Fully Paid
6250.0, 36 months,9.17,199.25,B,B2,,RENT,26518.0,Not Verified,credit_card,33.4,740.0,744.0,15.0,1.0,16032.0,32.9,20.0,Charged Off
2750.0, 36 months,16.99,98.04,D,D3,2 years,OWN,53000.0,Source Verified,debt_consolidation,14.58,670.0,674.0,7.0,0.0,4225.0,60.3,7.0,Fully Paid
33475.0, 36 months,19.99,1243.89,E,E4,2 years,MORTGAGE,250000.0,Source Verified,debt_consolidation,7.44,695.0,699.0,8.0,0.0,10280.0,69.5,15.0,Fully Paid
28000.0, 60 months,13.67,646.74,C,C4,10+ years,RENT,72000.0,Not Verified,debt_consolidation,34.8,705.0,709.0,21.0,0.0,28151.0,43.8,44.0,Current
10000.0, 36 months,11.99,332.1,C,C1,10+ years,RENT,48000.0,Not Verified,credit_card,14.15,680.0,684.0,13.0,0.0,17379.0,54.0,15.0,Fully Paid
